merchant,id,status,order_date,payment_date,shipping_date,product_id,product_name,Grade,price,quantity,SKU,subtotal,total,memo_content,shipping_prefecture,注文詳細ID,Domain,payment_method,canceller,product_code,total_price,status_id,orderline_value,payment_status
Amemoba,76462.0,システムキャンセル,,,,12994,iPad Pro 12.9インチ 第3世代 - 2018 - WiFi + Cellular - 1TB - スペースグレイ SIMフリー,Bグレード,99800,1,98665354,99800,99800,,愛知県,538602,outlook.com,クレジットカード決済,システムキャンセル,178183,99800,35,99800,
Loop Mobile,54433.0,システムキャンセル,,,,9245,iPhone 12 256GB - グリーン SIMフリー,Aグレード,88500,1,PH-AP-IP1200-FAC-256-GR-A2403-A,88500,88500,,埼玉県,373906,outlook.jp,クレジットカード決済,システムキャンセル,388256,88500,35,88500,―
PRODIG,78297.0,システムキャンセル,,,,9389,iPhone 12 128GB - ホワイト SIMフリー,Bグレード,91976,1,12-wh-128-2,91976,91976,,山口県,554472,gmail.com,クレジットカード決済,システムキャンセル,418116,91976,35,91976,
PRODIG,78321.0,システムキャンセル,,,,9389,iPhone 12 128GB - ホワイト SIMフリー,Bグレード,91976,1,12-wh-128-2,91976,91976,,山口県,554720,gmail.com,クレジットカード決済,システムキャンセル,418116,91976,35,91976,
PRODIG,78325.0,システムキャンセル,,,,9389,iPhone 12 128GB - ホワイト SIMフリー,Bグレード,91976,1,12-wh-128-2,91976,91976,,山口県,554762,gmail.com,クレジットカード決済,システムキャンセル,418116,91976,35,91976,
アップルバイヤーズ,57087.0,システムキャンセル,,,,9288,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,102800,1,,102800,102800,,山口県,393116,outlook.jp,クレジットカード決済,システムキャンセル,413182,102800,35,102800,―
ワールドモバイル,54786.0,システムキャンセル,,,,7745,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 256GB - スペースグレイ,Bグレード,75800,1,,75800,75800,,京都府,376483,gmail.com,クレジットカード決済,システムキャンセル,338083,75800,35,75800,―
Lucky Sky,54560.0,システムキャンセル,,,,7930,iPhone 13 mini 128GB - ピンク SIMフリー,Aグレード,81000,1,IP13 MINI-128G-PINK-S,81000,81000,,千葉県,374794,outlook.jp,クレジットカード決済,システムキャンセル,512332,81000,35,81000,
P&G,50000.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,福井県,342168,outlook.jp,クレジットカード決済,システムキャンセル,308532,22990,35,22990,―
Likewize Japan,58415.0,システムキャンセル,,,,9149,iPhone 12 128GB - ブルー SIMフリー,Cグレード,68900,1,,68900,68900,,北海道,402479,f5.si,クレジットカード決済,システムキャンセル,418120,68900,35,68900,―
Sakumoba,51792.0,システムキャンセル,,,,9119,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,133500,1,,133500,133500,,奈良県,354984,outlook.jp,クレジットカード決済,システムキャンセル,512418,133500,35,133500,
Amemoba,76648.0,システムキャンセル,,,,12699,iPhone 13 Pro Max 256GB - アルパイングリーン SIMフリー,Bグレード,168000,1,86178292,168000,168000,,奈良県,540124,outlook.jp,クレジットカード決済,システムキャンセル,624187,168000,35,168000,―
Sakumoba,51092.0,システムキャンセル,,,,8128,iPhone 13 mini 128GB - ミッドナイト SIMフリー,Aグレード,83800,1,,83800,83800,,東京都,349906,gmail.com,クレジットカード決済,システムキャンセル,512341,83800,35,83800,
Amemoba,72443.0,システムキャンセル,,,,12813,iPad Pro 11インチ 第3世代  - 2021 - WiFi - 128GB - シルバー,Cグレード,105800,1,KK46MHWR,105800,105800,,愛知県,506430,outlook.com,クレジットカード決済,システムキャンセル,475041,105800,35,105800,
Amemoba,75672.0,システムキャンセル,,,,12813,iPad Pro 11インチ 第3世代  - 2021 - WiFi - 128GB - シルバー,Cグレード,105800,1,KK46MHWR,105800,105800,,愛知県,531692,outlook.com,クレジットカード決済,システムキャンセル,475041,105800,35,105800,―
SECOND HAND,55857.0,システムキャンセル,,,,9182,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Aグレード,103900,1,IP12PR256PBLU-1,103900,103900,,愛知県,384047,hotmail.com,クレジットカード決済,システムキャンセル,413184,103900,35,103900,―
Likewize Japan,83037.0,システムキャンセル,,,,10665,iPhone 12 128GB - グリーン SIMフリー,Cグレード,73000,1,,73000,73000,,愛知県,598526,gmail.com,クレジットカード決済,システムキャンセル,418122,73000,35,73000,
Amemoba,79003.0,システムキャンセル,,,,11283,iPad mini 第6世代 8.3インチ - 2021 - WiFi - 64GB - スペースグレイ,Aグレード,82800,1,Q9G6JHKJ,82800,82800,,兵庫県,561153,gmail.com,クレジットカード決済,システムキャンセル,512566,82800,35,82800,
Amemoba,81994.0,システムキャンセル,,,,11718,iPhone 12 64GB - ブラック SIMフリー,Cグレード,81800,1,11314186,81800,81800,,大阪府,588649,zohomail.jp,クレジットカード決済,システムキャンセル,418114,81800,35,81800,
ハピネスネット,56201.0,システムキャンセル,,,,10634,iPhone 13 Pro 256GB- グラファイト SIMフリー,Aグレード,177000,1,,177000,177000,,兵庫県,386451,outlook.jp,クレジットカード決済,システムキャンセル,512405,177000,35,177000,―
ワールドモバイル,66579.0,システムキャンセル,,,,11692,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi - 256GB - スペースグレイ,Aグレード,96800,1,,96800,96800,,兵庫県,462986,hotmail.com,クレジットカード決済,システムキャンセル,428051,96800,35,96800,―
Likewize Japan,79955.0,システムキャンセル,,,,4456,iPhone 12 Pro 256GB - グラファイト SIMフリー,Bグレード,94000,1,,94000,94000,,北海道,570041,hotmail.com,クレジットカード決済,システムキャンセル,413182,94000,35,94000,
Likewize Japan,80869.0,キャンセル受付完了 / 返金完了,44806.91255787037,44806.91255787037,44809.0,4459,iPhone 12 Pro 256GB - パシフィックブルー SIMフリー,Aグレード,97500,1,,97500,97500,G6TDJC4A0D8Q 保留,北海道,578022,gmailler.com,クレジットカード決済,BackMarketJP,413184,97500,3,97500,取消
ワールドモバイル,81969.0,システムキャンセル,,,,14064,iPad Pro 12.9インチ 第4世代 - 2020 - WiFi + Cellular - 128GB - シルバー SIMフリー,Aグレード,96800,1,,96800,96800,,北海道,588337,hotmail.com,クレジットカード決済,システムキャンセル,338463,96800,35,96800,
アップルバイヤーズ,57118.0,システムキャンセル,,,,9006,iPhone 8 Plus 64GB - ゴールド SIMフリー,Bグレード,34570,1,299783512835288993803867783168,34570,34570,,埼玉県,393302,dr.com,クレジットカード決済,システムキャンセル,38771,34570,35,34570,―
ワールドモバイル,55381.0,システムキャンセル,,,,8304,iPad Pro 11インチ 第2世代 - 2020 - WiFi - 512GB - シルバー,Cグレード,80800,1,,80800,80800,,大阪府,380636,hotmail.com,クレジットカード決済,システムキャンセル,338093,80800,35,80800,―
Likewize Japan,,システムキャンセル,,,,9149,iPhone 12 128GB - ブルー SIMフリー,Cグレード,68900,1,,129900,129900,,大阪府,404629,outlook.jp,クレジットカード決済,システムキャンセル,418120,129900,35,68900,
男前ケータイ,57274.0,システムキャンセル,,,,7436,iPhone 8 Plus 256GB - シルバー SIMフリー,Cグレード,36800,1,,36800,36800,,埼玉県,394383,techie.com,クレジットカード決済,システムキャンセル,38775,36800,35,36800,―
Amemoba,83921.0,システムキャンセル,,,,7385,AirPods 2 (エアポッツ第2世代 - MV7N2JA),Cグレード,13000,1,QD0CLX2Y,13000,13000,,東京都,606526,gmail.com,クレジットカード決済,システムキャンセル,266743,13000,35,13000,
Lucky Sky,81618.0,システムキャンセル,,,,13433,iPhone 13 256GB - ピンク SIMフリー,Aグレード,111800,1,IP13-256G-PINK-S,111800,111800,,兵庫県,585252,gmail.com,クレジットカード決済,システムキャンセル,512311,111800,35,111800,―
PRODIG,76027.0,システムキャンセル,,,,12432,iPhone 12 64GB - ホワイト SIMフリー,Cグレード,73799,1,12-wh-64-3,73799,73799,,秋田県,534852,gmail.com,クレジットカード決済,システムキャンセル,418117,73799,35,73799,
P&G,49999.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,大阪府,342151,outlook.jp,クレジットカード決済,システムキャンセル,308532,22990,35,22990,
Loop Mobile,51764.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,大阪府,354805,gmail.com,クレジットカード決済,システムキャンセル,413849,124000,35,124000,―
Likewize Japan,52082.0,システムキャンセル,,,,3094,iPhone XR 64GB - ブラック SIMフリー,Cグレード,29800,1,,29800,29800,,東京都,357021,qq.com,クレジットカード決済,システムキャンセル,161659,29800,35,29800,―
Amemoba,75693.0,システムキャンセル,,,,13509,iPhone 13 Pro Max 256GB- グラファイト SIMフリー,Cグレード,156800,1,5530568,156800,156800,,秋田県,531837,outlook.jp,クレジットカード決済,システムキャンセル,512443,156800,35,156800,―
RECO,67881.0,システムキャンセル,,,,12253,iPhone 13 Pro Max 256GB- グラファイト SIMフリー,Bグレード,169800,1,,169800,169800,,大阪府,472656,gmail.com,クレジットカード決済,システムキャンセル,512443,169800,35,169800,
Amemoba,79685.0,キャンセル受付完了 / 返金完了,44802.64795138889,44802.64795138889,,13854,iPhone 13 Pro Max 512GB- グラファイト SIMフリー,Bグレード,193800,1,45485478,193800,193800,,山口県,567508,gmail.com,クレジットカード決済,BackMarketJP,512444,193800,3,193800,取消
RECO,61056.0,システムキャンセル,,,,11232,iPhone 13 Pro 256GB - シルバー SIMフリー,Bグレード,158800,1,,158800,158800,,東京都,422121,outlook.jp,クレジットカード決済,システムキャンセル,512414,158800,35,158800,―
Lucky Sky,84944.0,入金済み,44822.76115740741,44822.76115740741,,12054,iPhone 13 mini 256GB  - スターライト SIMフリー,Aグレード,100000,1,IP13 MINI-256G-WHITE-S,100000,100000,,埼玉県,615889,asia.com,クレジットカード決済,,512346,100000,6,100000,売上
Loop Mobile,51174.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,埼玉県,350471,hotmail.com,クレジットカード決済,システムキャンセル,413849,124000,35,124000,―
Loop Mobile,52372.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,埼玉県,359015,hotmail.com,クレジットカード決済,システムキャンセル,413849,124000,35,124000,―
Loop Mobile,52563.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,124000,1,PH-AP-IP12PM-FAC-512-PC-A2410-C,124000,124000,,埼玉県,360474,hotmail.com,クレジットカード決済,システムキャンセル,413849,124000,35,124000,―
Lucky Sky,76104.0,システムキャンセル,,,,9867,iPhone 12 64GB - ブルー SIMフリー,Aグレード,78000,1,IP12-64G-BLUE-S,78000,78000,,栃木県,535489,gmail.com,クレジットカード決済,システムキャンセル,418121,78000,35,78000,
Loop Mobile,50629.0,システムキャンセル,,,,4797,iPhone 12 Pro 128GB - グラファイト SIMフリー,Cグレード,97800,1,PH-AP-IP12P0-FAC-128-GP-A2406-C,97800,97800,,大阪府,346574,xmailer.be,クレジットカード決済,システムキャンセル,413171,97800,35,97800,―
Lucky Sky,76112.0,システムキャンセル,,,,12059,iPhone 12 64GB - グリーン SIMフリー,Aグレード,78000,1,IP12-64G-GREEN-S,78000,78000,,愛知県,535561,gmail.com,クレジットカード決済,システムキャンセル,418123,78000,35,78000,―
Amemoba,76106.0,システムキャンセル,,,,10786,iPhone 12 64GB - ブラック SIMフリー,Bグレード,76792,1,19210803,76792,76792,,愛知県,535538,gmail.com,クレジットカード決済,システムキャンセル,418114,76792,35,76792,―
ワールドモバイル,77850.0,システムキャンセル,,,,2631,iPad Air 第3世代 10.5インチ - 2019 - WiFi - 256GB - シルバー,Cグレード,47800,2,,95600,95600,,東京都,550635,13e.jp,クレジットカード決済,システムキャンセル,332779,95600,35,95600,
アップルバイヤーズ,53291.0,システムキャンセル,,,,9085,iPad Air 第4世代 10.9インチ - 2020 - WiFi - 64GB - スカイブルー,Aグレード,69800,1,,69800,69800,,東京都,365653,gmail.com,クレジットカード決済,システムキャンセル,419599,69800,35,69800,―
ワールドモバイル,77846.0,システムキャンセル,,,,2632,iPad Air 第3世代 10.5インチ - 2019 - WiFi + Cellular - 256GB - ゴールド SIMフリー,Cグレード,49800,1,,97600,97600,,神奈川県,550625,13e.jp,クレジットカード決済,システムキャンセル,320131,97600,35,49800,
Amemoba,,システムキャンセル,,,,13701,iPad Air 第5世代 10.9インチ - 2022 - WiFi + Cellular SIMフリー - 64GB - パープル,Aグレード,95170,1,40882155,95170,95170,,長野県,563016,gmail.com,クレジットカード決済,システムキャンセル,687770,95170,35,95170,
Loop Mobile,53270.0,システムキャンセル,,,,9243,iPhone 12 64GB - グリーン SIMフリー,Aグレード,78300,1,PH-AP-IP1200-FAC-064-GR-A2403-A,78300,78300,,東京都,365497,outlook.com,クレジットカード決済,システムキャンセル,418123,78300,35,78300,
PRODIG,64677.0,システムキャンセル,,,,11883,iPhone 13 256GB  - スターライト SIMフリー,Aグレード,139800,1,,139800,139800,,東京都,448837,outlook.com,クレジットカード決済,システムキャンセル,512325,139800,35,139800,
Amemoba,74914.0,システムキャンセル,,,,7382,AirPods Pro (エアポッツプロ - MWP22J/A),Cグレード,26800,1,J3LVLKKT,26800,26800,,愛知県,525410,outlook.com,クレジットカード決済,システムキャンセル,308532,26800,35,26800,―
Amemoba,76460.0,システムキャンセル,,,,13505,iPad Pro 11インチ 第3世代  - 2021 - WiFi + Cellular SIMフリー - 128GB - スペースグレイ,Aグレード,128000,1,90939198,128000,128000,,愛知県,538589,outlook.com,クレジットカード決済,システムキャンセル,475319,128000,35,128000,―
PRODIG,76677.0,システムキャンセル,,,,4955,iPhone 12 128GB - ブルー SIMフリー,Bグレード,93800,1,12-br-128-2,93800,93800,,大阪府,540339,hotmail.com,クレジットカード決済,システムキャンセル,418120,93800,35,93800,
アップルバイヤーズ,80505.0,キャンセル受付完了 / 返金完了,44805.653449074074,44805.653449074074,,14033,iPhone 12 256GB - (PRODUCT)Red SIMフリー,Cグレード,96800,1,38975,96800,96800,"fraud
なりすましの可能性があり、キャンセル",大阪府,574726,gmail.com,クレジットカード決済,BackMarketJP,414217,96800,3,96800,取消
PRODIG,45896.0,システムキャンセル,,,,5506,iPhone 12 128GB - パープル SIMフリー,Aグレード,89800,1,,89800,89800,,千葉県,313373,hotmail.com,クレジットカード決済,システムキャンセル,475988,89800,35,89800,―
アップルバイヤーズ,49000.0,システムキャンセル,,,,8357,iPhone 12 64GB - ホワイト SIMフリー,Aグレード,80000,1,,80000,80000,,神奈川県,334938,gmail.com,クレジットカード決済,システムキャンセル,418117,80000,35,80000,
アップルバイヤーズ,51770.0,システムキャンセル,,,,9125,iPhone 12 64GB - ブラック SIMフリー,Aグレード,79800,1,,79800,79800,,神奈川県,354833,gmail.com,クレジットカード決済,システムキャンセル,418114,79800,35,79800,
Likewize Japan,45351.0,システムキャンセル,,,,4445,iPhone 12 64GB - (PRODUCT)Red SIMフリー,Cグレード,63000,1,,63000,63000,,埼玉県,309532,gmail.com,クレジットカード決済,システムキャンセル,418119,63000,35,63000,
Amemoba,66605.0,システムキャンセル,,,,12255,iPad mini 第6世代 8.3インチ - 2021 - WiFi + Cellular - 64GB - ピンク,Aグレード,89800,1,77984990,89800,89800,,東京都,463158,hotmail.com,クレジットカード決済,システムキャンセル,512579,89800,35,89800,―
Loop Mobile,50693.0,システムキャンセル,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,97800,1,PH-AP-IP12P0-FAC-128-PC-A2406-C,97800,97800,,神奈川県,347045,gmail.com,クレジットカード決済,システムキャンセル,413174,97800,35,97800,―
P&G,58615.0,システムキャンセル,,,,4620,AirPods Pro (エアポッツプロ - MWP22J/A),Aグレード,22990,1,4549995085938-d,22990,22990,,大阪府,403911,outlook.jp,クレジットカード決済,システムキャンセル,308532,22990,35,22990,―
PRODIG,67974.0,システムキャンセル,,,,1472,iPhone SE (第2世代) 128GB - ホワイト SIMフリー,Cグレード,29800,1,,29800,29800,,栃木県,473321,proton.me,クレジットカード決済,システムキャンセル,347184,29800,35,29800,―
P&G,50072.0,システムキャンセル,,,,4664,AirPods 2 (エアポッツ第2世代 - MRXJ2JA) with Wireless Charging Case (ワイヤレス充電),Aグレード,16000,1,4549995054170-d,16000,16000,,栃木県,342696,outlook.jp,クレジットカード決済,システムキャンセル,388408,16000,35,16000,―
Lucky Sky,44673.0,システムキャンセル,,,,6075,iPhone 13 Pro 128GB - シエラブルー SIMフリー,Aグレード,125000,1,IP13 PRO-128G-BLUE-S,125000,125000,,愛知県,304606,hotmail.com,クレジットカード決済,システムキャンセル,512418,125000,35,125000,―
Loop Mobile,58658.0,システムキャンセル,,,,8242,Apple Watch Series 4 (GPS + Cellularモデル ) - 2018 - 40mm スペースグレイアルミニウムケース - ブラックスポーツバンド付き,Cグレード,23000,1,"WB-AP-WA4ALU-FAC-040-AG-A2007-C,AC-APLWBD-3840-BK=1",23000,23000,,大阪府,404212,outlook.jp,クレジットカード決済,システムキャンセル,565653,23000,35,23000,―
Guest Mobile,79994.0,システムキャンセル,,,,13414,iPhone 13 Pro Max 128GB - アルパイングリーン SIMフリー,Aグレード,189800,1,,189800,189800,,愛知県,570391,mail.com,クレジットカード決済,システムキャンセル,624185,189800,35,189800,
Amemoba,82564.0,システムキャンセル,,,,12332,iPhone 11 Pro Max 256GB - シルバー SIMフリー,Cグレード,83099,1,508741,83099,83099,,東京都,594056,gmail.com,クレジットカード決済,システムキャンセル,290050,83099,35,83099,―
P&G,50067.0,システムキャンセル,,,,4664,AirPods 2 (エアポッツ第2世代 - MRXJ2JA) with Wireless Charging Case (ワイヤレス充電),Aグレード,16000,1,4549995054170-d,16000,16000,,大阪府,342669,outlook.jp,クレジットカード決済,システムキャンセル,388408,16000,35,16000,―
Likewize Japan,80427.0,キャンセル受付完了 / 返金完了,44805.4637037037,44805.4637037037,,7218,iPhone 12 64GB - ブラック SIMフリー,Cグレード,62000,1,,62000,62000,fraud：なりすまし注文の可能性,東京都,574087,gmail.com,クレジットカード決済,BackMarketJP,418114,62000,3,62000,取消
Lucky Sky,80271.0,発送済み,44804.850648148145,44804.850648148145,44805.597280092596,5192,iPhone 12 128GB - (PRODUCT)Red SIMフリー,Aグレード,85800,1,IP12-128G-RED-S,85800,85800,,長野県,572789,hotmail.com,クレジットカード決済,,418118,85800,5,85800,売上
Reuse Style,79049.0,システムキャンセル,,,,12458,iPhone 12 128GB - グリーン SIMフリー,Bグレード,91795,1,,91795,91795,,愛知県,561559,gmail.com,クレジットカード決済,システムキャンセル,418122,91795,35,91795,
Amemoba,79435.0,システムキャンセル,,,,13510,iPhone 13 Pro 256GB - アルパイングリーン SIMフリー,Aグレード,179998,1,98312195,179998,179998,,愛知県,565099,gmail.com,クレジットカード決済,システムキャンセル,624180,179998,35,179998,―
Amemoba,79691.0,キャンセル受付完了 / 返金完了,44802.659155092595,44802.659155092595,,13369,iPhone 12 Pro 128GB - シルバー SIMフリー,Cグレード,100122,1,18026416,100122,100122,,愛知県,567573,gmail.com,クレジットカード決済,BackMarketJP,413172,100122,3,100122,取消
Amemoba,82093.0,システムキャンセル,,,,11718,iPhone 12 64GB - ブラック SIMフリー,Cグレード,81800,1,11314186,81800,81800,,福井県,589539,zohomail.jp,クレジットカード決済,システムキャンセル,418114,81800,35,81800,
Likewize Japan,78307.0,システムキャンセル,,,,4602,iPhone 12 Pro 512GB - パシフィックブルー SIMフリー,Bグレード,101000,1,,101000,101000,,愛知県,554585,gmail.com,クレジットカード決済,システムキャンセル,510372,101000,35,101000,
Likewize Japan,80498.0,キャンセル受付完了 / 返金完了,44805.64701388889,44805.64701388889,,4653,iPhone 12 Pro 256GB - ゴールド SIMフリー,Bグレード,94000,1,,94000,94000,"Fraud
なりすましの可能性があり、キャンセル",愛知県,574684,gmail.com,クレジットカード決済,BackMarketJP,413183,94000,3,94000,取消
Amemoba,80358.0,キャンセル受付完了 / 返金完了,44805.06076388889,44805.06076388889,,7438,AirPods 3 (エアポッツ第3世代 - MME73J/A),Aグレード,27396,1,12345678,27396,27396,,東京都,573547,gmail.com,クレジットカード決済,BackMarketJP,546537,27396,3,27396,取消
ワールドモバイル,62851.0,システムキャンセル,,,,5708,iPad mini 第3世代 7.9インチ - 2014 - WiFi + Cellular - 64GB - ゴールド SIMフリー,Cグレード,18800,1,,18800,18800,,東京都,435530,gmail.com,クレジットカード決済,システムキャンセル,2427,18800,35,18800,―
Loop Mobile,43550.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,大阪府,296506,hotmail.com,クレジットカード決済,システムキャンセル,413182,95950,35,95950,―
Likewize Japan,43507.0,システムキャンセル,,,,7247,iPhone 12 256GB - ブルー SIMフリー,Bグレード,81000,1,,81000,81000,,千葉県,296217,outlook.jp,クレジットカード決済,システムキャンセル,388612,81000,35,81000,―
Loop Mobile,43304.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,神奈川県,294812,outlook.jp,クレジットカード決済,システムキャンセル,413182,95950,35,95950,
Loop Mobile,42788.0,システムキャンセル,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,99500,1,PH-AP-IP12P0-FAC-128-PC-A2406-Z,99500,99500,,大阪府,291113,xmailer.be,クレジットカード決済,システムキャンセル,413174,99500,35,99500,―
Loop Mobile,42599.0,システムキャンセル,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,99500,1,PH-AP-IP12P0-FAC-128-PC-A2406-Z,99500,99500,,神奈川県,289808,hotmail.com,クレジットカード決済,システムキャンセル,413174,99500,35,99500,―
Loop Mobile,42261.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,大阪府,287469,f5.si,クレジットカード決済,システムキャンセル,413182,95950,35,95950,―
Loop Mobile,41834.0,システムキャンセル,,,,4808,iPhone 12 Pro Max 256GB - ゴールド SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-GD-A2410-Z,122500,122500,,大阪府,284360,xmailer.be,クレジットカード決済,システムキャンセル,413845,122500,35,122500,―
RECO,41820.0,システムキャンセル,,,,7307,iPhone 8 256GB - シルバー SIMフリー,Cグレード,24800,1,,24800,24800,,愛知県,284265,outlook.jp,クレジットカード決済,システムキャンセル,36831,24800,35,24800,
Likewize Japan,41655.0,システムキャンセル,,,,3392,iPhone 11 128GB - ホワイト SIMフリー,Cグレード,48700,1,,48700,48700,,東京都,283061,outlook.jp,クレジットカード決済,システムキャンセル,311316,48700,35,48700,―
男前ケータイ,41634.0,システムキャンセル,,,,7148,iPhone 11 256GB - イエロー SIMフリー,Bグレード,72800,1,,72800,72800,,奈良県,282864,outlook.jp,クレジットカード決済,システムキャンセル,290072,72800,35,72800,―
Loop Mobile,41505.0,システムキャンセル,,,,4984,iPhone 12 mini 256GB - ブルー SIMフリー,Cグレード,65550,1,PH-AP-IP12M0-FAC-256-BL-A2398-Z,65550,65550,,岐阜県,281967,gmail.com,クレジットカード決済,システムキャンセル,412310,65550,35,65550,
ケートラ,41321.0,システムキャンセル,,,,7313,iPhone 12 64GB - ブラック SIMフリー,Aグレード,67980,1,未使用,67980,67980,,愛知県,280626,gmail.com,クレジットカード決済,システムキャンセル,418114,67980,35,67980,―
Likewize Japan,41211.0,システムキャンセル,,,,7342,iPhone 12 256GB - ブラック SIMフリー,Cグレード,79000,1,,79000,79000,,愛知県,279865,gmail.com,クレジットカード決済,システムキャンセル,418112,79000,35,79000,―
Loop Mobile,41033.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,埼玉県,278626,hotmail.com,クレジットカード決済,システムキャンセル,413182,95950,35,95950,―
Loop Mobile,41029.0,システムキャンセル,,,,4989,iPhone 12 Pro Max 512GB - シルバー SIMフリー,Cグレード,128500,1,PH-AP-IP12PM-FAC-512-SL-A2410-Z,128500,128500,,埼玉県,278577,hotmail.com,クレジットカード決済,システムキャンセル,413848,128500,35,128500,
Loop Mobile,41012.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,大阪府,278470,outlook.jp,クレジットカード決済,システムキャンセル,413182,95950,35,95950,―
Loop Mobile,40991.0,システムキャンセル,,,,4801,iPhone 12 Pro 256GB - ゴールド SIMフリー,Cグレード,95950,1,PH-AP-IP12P0-FAC-256-GD-A2406-Z,95950,95950,,大阪府,278290,outlook.jp,クレジットカード決済,システムキャンセル,413183,95950,35,95950,―
男前ケータイ,40985.0,システムキャンセル,,,,7265,iPhone 12 Pro 128GB - シルバー SIMフリー,Cグレード,99480,1,,99480,99480,,大阪府,278240,outlook.jp,クレジットカード決済,システムキャンセル,413172,99480,35,99480,―
Loop Mobile,40980.0,システムキャンセル,,,,4800,iPhone 12 Pro 128GB - パシフィックブルー SIMフリー,Cグレード,99500,1,PH-AP-IP12P0-FAC-128-PC-A2406-Z,99500,99500,,大阪府,278208,outlook.jp,クレジットカード決済,システムキャンセル,413174,99500,35,99500,―
Loop Mobile,40863.0,システムキャンセル,,,,4980,iPhone 12 mini 128GB - ブルー SIMフリー,Cグレード,58900,1,,58900,58900,,岐阜県,277406,gmail.com,クレジットカード決済,システムキャンセル,412303,58900,35,58900,
Loop Mobile,40406.0,システムキャンセル,,,,4991,iPhone 12 Pro Max 512GB - パシフィックブルー SIMフリー,Cグレード,117800,1,PH-AP-IP12PM-FAC-512-PC-A2410-Z,117800,117800,,埼玉県,274208,hotmail.com,クレジットカード決済,システムキャンセル,413849,117800,35,117800,
Likewize Japan,39843.0,システムキャンセル,,,,3717,iPhone X 64GB - スペースグレイ SIMフリー,Cグレード,28215,1,,28215,28215,,愛知県,270260,gmail.com,クレジットカード決済,システムキャンセル,36833,28215,35,28215,―
Loop Mobile,39691.0,システムキャンセル,,,,4808,iPhone 12 Pro Max 256GB - ゴールド SIMフリー,Cグレード,122500,1,PH-AP-IP12PM-FAC-256-GD-A2410-Z,122500,122500,,大阪府,269220,nyasan.com,クレジットカード決済,システムキャンセル,413845,122500,35,122500,―
Sakumoba,39474.0,システムキャンセル,,,,7187,iPhone 13 Pro 128GB- グラファイト SIMフリー,Aグレード,125800,1,,125800,125800,,千葉県,267708,hotmail.com,クレジットカード決済,システムキャンセル,512403,125800,35,125800,―
Loop Mobile,43508.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,神奈川県,296207,hotmail.com,クレジットカード決済,システムキャンセル,413182,95950,35,95950,―
Loop Mobile,43291.0,システムキャンセル,,,,4904,iPhone 12 Pro 256GB - グラファイト SIMフリー,Cグレード,95950,1,,95950,95950,,神奈川県,294732,hotmail.com,クレジットカード決済,システムキャンセル,413182,95950,35,95950,
Loop Mobile,42850.0,システムキャンセル,,,,4989,iPhone 12 Pro Max 512GB - シルバー SIMフリー,Cグレード,128500,1,PH-AP-IP12PM-FAC-512-SL-A2410-Z,128500,128500,,東京都,291517,hotmail.com,クレジットカード決済,システムキャンセル,413848,128500,35,128500,―
